industry,avg_weight,max_weight,days
磷肥及磷化工,0.019822976417218433,0.0211069420482105,13
医疗设备,0.019820543798169322,0.0245745223582237,40
跨境物流,0.019819729953317898,0.0204162533810576,5
生物制品,0.019804509862532647,0.0198721678310874,2
Q 卫生,0.019743255139700988,0.0413904599644738,39
通信,0.01974226464200862,0.023356738805903,48
彩电,0.0197258163402537,0.0197258163402537,1
纯碱,0.0196762567007428,0.0196762567007428,1
电机Ⅱ,0.01966858499946007,0.0203929574615543,3
股份制银行Ⅲ,0.019620519565733588,0.0207668441362709,8
装修建材,0.0196178138569489,0.0232503650976125,60
动物保健Ⅱ,0.01955931956905947,0.0200048020034363,3
农产品加工,0.019536076996329418,0.0223756252931361,23
商业物业经营,0.019482276063569393,0.0232405797315223,35
综合环境治理,0.0194651501342847,0.0194651501342847,1
焦炭Ⅱ,0.019422273261233,0.019422273261233,1
医疗耗材,0.019362213665669654,0.0218741587026249,22
S 综合,0.019356780467288184,0.0226457977795099,37
钢铁,0.019313186598501186,0.0208374163676174,12
其他农产品加工,0.01931080687127891,0.0233770009745353,11
环境治理,0.019268006371316124,0.0196403113371138,4
工程咨询服务Ⅱ,0.019141588842205588,0.035851716522561805,93
氟化工,0.01896379396002745,0.0199697680600968,18
石油石化,0.01888382200655324,0.021927553459739,10
化学制药,0.018798240947318023,0.0215033693006711,69
保险Ⅱ,0.01868036517948949,0.0204636000226335,23
旅游零售Ⅱ,0.018318936528893246,0.0209377070661157,18
P 教育,0.016265581735136567,0.0211172549901706,48
