date,position_count,unknown_position_count,gross_weight,unknown_weight,unknown_position_ratio,unknown_weight_ratio,path
2025-09-26,50,1,0.9894236765910236,0.0286385500833368,0.02,0.02894467836266919,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-29,51,1,0.9905738873889213,0.0280443413385582,0.0196078431372549,0.02831120595403639,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-09-30,51,1,0.9906215844635696,0.0278745383223731,0.0196078431372549,0.028138432232392162,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-09,51,1,0.9906079386691946,0.0272274520552353,0.0196078431372549,0.027485598481891114,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-10,51,1,0.9908491702605952,0.0279584278201658,0.0196078431372549,0.028216633428489103,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-13,50,0,0.9893045835307795,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-14,50,0,0.9894722124999771,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-15,50,0,0.989015341818168,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-16,50,0,0.989427509033935,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-17,50,0,0.9890331869123832,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-20,50,0,0.9893472852089831,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-21,50,0,0.9888662636254102,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-22,50,0,0.9894196436538527,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-23,50,0,0.9891863878082076,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-24,50,0,0.9893637868319264,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-27,50,0,0.9895986901114913,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-28,50,0,0.9897271137157052,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-29,50,0,0.9896244985591787,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-30,50,0,0.989370923543025,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-10-31,50,0,0.989304568704549,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-03,50,0,0.9893343802471845,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-04,50,0,0.9892552702909139,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-05,50,0,0.9893892513975922,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-06,50,0,0.9899183669116494,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-07,50,0,0.9893382533534444,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-10,50,0,0.9890450741585212,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-11,50,0,0.9890990732717801,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-12,50,0,0.9894801586978439,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-13,50,0,0.9890486367205517,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-14,50,0,0.9892476969292026,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-17,50,0,0.989476494199173,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-18,50,1,0.9894318324417049,0.0202874710380754,0.02,0.0205041624626229,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-19,51,1,0.9899095289780471,0.020414526145238,0.0196078431372549,0.02062261807532386,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-20,51,1,0.991097826590477,0.0205005128574828,0.0196078431372549,0.020684651209464958,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-21,50,0,0.9896523561778753,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-24,50,0,0.9889187864592135,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-25,50,0,0.9893420832308644,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-26,50,0,0.989590046685613,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-27,50,0,0.9893987606511506,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-11-28,50,0,0.9894567163240247,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-12-01,50,0,0.9895546741765446,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-12-02,50,0,0.9893802805889479,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-12-03,50,0,0.9888808273743752,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
2025-12-04,50,0,0.9892441003925165,0.0,0.0,0.0,data\dynamic_candidate1000_top300_2018_2026_bars.parquet
